DATA_ID,PRODUCT_ID
2285,2061
525,1804
2793,1491
2793,1695
2793,591
2793,1861
1503,1797
1503,1569
3081,243
3081,1039
3081,1704
3081,1708
3081,1779
3081,2161
3081,1470
3081,1758
3081,1163
1353,1177
999,2194
999,2014
999,1787
2995,945
5355,1166
5355,1156
5355,1540
5355,1635
5355,1774
5355,517
5355,1748
5355,273
5355,252
5355,1222
5355,257
5480,1166
5480,1098
5480,517
5480,863
5480,12
5480,1232
5480,1195
5480,411
5480,2163
5480,844
3485,1889
3485,710
3485,293
3485,1785
3485,683
2701,557
2701,2375
2701,1307
2701,1132
2701,1442
2701,898
2701,848
2701,4
2701,51
2701,973
4926,2161
3753,1748
23,2266
23,2025
23,294
23,966
23,71
23,1457
23,1879
5929,560
5929,1806
4474,1177
4474,1704
4474,1403
4474,1779
4474,546
4474,1758
4474,1231
4474,60
4050,1569
2854,715
5156,1470
562,854
562,1491
562,1039
562,1779
562,2342
4860,854
4860,1491
4860,1039
4860,1779
4860,475
4860,1108
4860,203
4770,1731
2231,1731
5149,245
2967,1895
2967,923
2131,1177
2131,568
2131,1470
2131,1758
416,715
3830,443
3830,2261
3830,1758
3830,1163
3830,2312
2061,1517
2061,2080
2061,517
2061,1043
2061,1928
2061,502
2061,443
2061,1962
2061,1858
2061,948
2061,1756
2061,1443
2061,1374
3448,1715
3448,1589
3448,1184
3448,902
3448,290
3448,844
3448,1645
5646,2080
5646,1566
5646,2036
5646,1640
5646,1457
5646,1435
4746,1098
4746,517
4746,2036
4746,953
4746,502
4746,71
4746,2014
4746,1868
4746,1041
1202,243
1202,1177
1202,1039
1202,1708
1202,1779
4220,2014
606,854
606,1177
606,1491
606,1695
606,969
606,367
606,548
606,1779
606,475
606,1526
606,332
606,203
5033,1470
5033,1758
404,562
404,1779
404,1470
404,2034
401,367
401,548
401,2330
401,1261
3751,32
3751,1330
3751,928
4169,2161
4169,1470
4169,1758
1656,1972
1656,1896
1656,1236
1656,1730
1656,2204
1656,1210
1656,198
1656,732
1656,2241
1656,69
1656,1564
1656,444
1656,1672
1656,87
1656,186
1656,2270
1656,1539
1656,1375
3693,2052
3693,548
3693,2360
3693,502
3693,1681
3693,1605
3693,1713
3693,1103
3893,1199
3893,1489
3893,966
3893,1007
3893,2221
3893,1748
3893,2452
3893,2255
3893,252
3893,2220
3893,758
3915,1092
2487,1098
2487,517
2487,1414
2487,502
2487,411
2487,2163
2487,2311
2487,2014
2487,1711
2487,617
2487,1965
2487,1574
746,1156
746,1098
746,517
746,448
746,1414
746,502
746,2398
746,1962
746,1736
746,2311
746,1711
746,617
746,1965
1550,654
1550,2136
1910,1575
1910,606
1910,1189
1910,101
676,1189
676,1929
5196,1239
1560,160
826,1611
4655,1039
4655,1403
4655,1779
4655,1470
2567,127
2567,1469
2567,854
2567,1177
2567,1491
2567,1039
2567,1704
2567,1779
2567,1231
2567,1506
1651,1496
1651,129
1651,242
1651,219
1651,1172
1651,2372
1651,1569
1545,568
1278,568
5210,854
5210,1177
5210,1491
5210,589
5210,2161
5210,568
5210,1470
5210,1758
668,699
2638,2268
480,1506
4355,1506
1273,1506
2637,1506
5057,1409
5057,1177
2983,71
2983,2469
2983,495
2983,120
2983,1159
2983,775
2983,1523
2983,1985
4659,2089
1846,1177
1846,1167
1846,502
1846,1629
1846,2221
1846,411
1846,993
1846,252
1846,153
1052,1239
5532,568
2380,243
2380,969
2380,1704
2380,1779
2380,2041
2380,1163
3261,546
3261,384
3261,2066
3261,827
3491,243
3491,1924
3491,1504
3491,1039
3491,1704
3491,1601
3491,1779
3491,568
3491,1758
2564,564
2795,1156
2795,364
2795,627
511,1735
511,1081
511,1138
4324,1810
4324,1776
4324,1159
4324,2126
4324,1407
1319,1908
1319,1177
1319,443
1319,1651
1319,501
1319,482
1319,771
1082,1470
2025,1377
4270,2036
4270,1629
4270,966
4270,1121
4270,1468
4270,2053
4511,1177
4511,367
4511,768
4511,242
4511,1601
4511,1779
3769,1544
5613,471
1838,1485
1838,1043
1838,1232
1838,1917
4768,1936
4066,320
4066,1506
4066,1806
5897,809
5897,104
5419,135
5419,1127
825,1177
825,1491
2578,1177
2163,2161
2163,1758
3002,348
5062,348
3188,1662
2863,191
5732,44
5732,427
2132,1995
1335,2036
1335,1195
1335,1711
4681,1491
4681,1939
4681,1403
4681,1779
253,1569
1263,695
1263,1735
1263,520
1263,222
352,788
5326,1484
4716,651
4716,2022
4716,1232
4716,443
4716,1570
4633,1569
158,813
158,57
2341,993
2341,1484
4055,1801
4055,71
4055,809
4055,1329
4547,2272
4547,1731
4131,1704
4131,1708
4131,1779
4131,2336
4131,1231
5113,1226
5113,1509
5113,1484
335,127
335,1177
335,1039
335,1704
335,2318
335,1403
335,1779
335,1506
335,410
5671,1199
5671,1629
5671,578
131,1763
1822,191
4643,635
4643,2472
4643,1764
4643,2330
1498,1048
1498,2490
1498,2294
1498,1879
1498,1619
1498,2330
1498,1443
3328,2136
3328,1758
4514,2136
4514,1758
4181,2136
4181,1758
4596,1731
972,1716
972,2136
1225,854
1225,320
1225,714
1225,1177
1225,1491
1225,568
1225,1470
1225,1758
1225,1163
1225,2336
1225,1506
1225,1434
1225,803
1225,627
1225,618
2686,854
2686,320
2686,714
2686,1177
2686,1491
2686,568
2686,1470
2686,1758
2686,1163
2686,2336
4043,714
2136,127
2136,1469
2136,854
2136,1177
2136,1939
2136,2389
2136,1704
2136,1403
2136,1779
2136,1231
2136,60
432,906
432,1039
432,2389
432,1779
432,1470
432,1231
2877,1732
291,1177
291,1039
291,1704
291,1403
291,1779
1469,1156
4185,966
4185,1457
4185,315
4185,1121
4185,1569
2825,2352
2825,1251
2825,428
2825,1035
45,1708
45,1779
45,568
45,1758
2907,548
2907,2360
2907,502
2907,1681
2907,1629
2907,2398
2907,1927
2907,1898
2907,855
2907,2316
2907,586
2907,2258
5206,127
5206,625
5206,183
5206,2349
5206,1039
5206,329
5206,1708
5206,1779
5206,2161
5206,1217
5206,2277
5206,1231
2125,2136
509,1561
166,47
166,2414
166,645
166,2216
2244,746
2244,1146
2244,978
2244,993
2244,569
2244,71
2244,1457
2244,374
2244,1879
2244,1172
2244,234
2244,2414
2244,2330
2244,1114
1699,1146
2726,746
2726,1146
35,1049
35,1970
4674,243
4674,654
4674,2202
4674,1039
4674,1704
4674,329
4674,1708
4674,1779
4674,2161
4674,568
4674,1758
4674,1037
4674,1231
5129,243
5129,654
5129,2202
5129,1039
5129,1704
5129,329
5129,1708
5129,1779
5129,2161
5129,568
5129,1758
5129,537
5129,1037
5129,1231
650,1267
3489,1267
933,127
933,562
933,1177
933,1039
933,1704
933,1708
933,1779
5339,1758
3272,2385
3272,1733
3272,2421
1911,1774
1911,517
1911,1748
1911,1651
1911,1976
1911,411
1911,993
1911,1868
1911,2322
3968,517
653,854
653,1491
653,1156
2605,467
4003,643
4003,1275
4003,1457
4003,1329
763,2014
4454,2155
4610,1257
737,71
737,120
737,716
737,1977
737,2421
737,1329
737,1523
737,2481
727,1409
727,1469
727,1039
727,1708
727,1779
727,2161
727,1758
727,2277
727,1397
390,2018
390,1016
390,2382
390,2346
5920,1774
5920,2080
5920,1624
5920,1232
5920,1
5920,502
5920,1989
5920,1651
5920,1976
5920,411
5920,353
5920,501
5920,1898
5920,1089
5920,1693
5964,949
3008,2052
3008,2136
3008,1217
3456,1177
3456,1039
3456,1779
3456,2336
3484,1278
3484,1082
3484,1177
3484,1491
3484,2276
3484,2034
3484,192
2722,411
2649,94
2040,1177
2040,2014
5303,129
330,243
330,854
330,1177
330,1039
330,53
330,1708
330,1779
330,2277
330,1231
787,2130
787,593
787,428
787,443
2050,1828
2230,854
2230,1177
2230,2161
2230,1470
4937,2348
4556,177
3666,2386
3666,1087
3666,367
3666,100
3666,1708
3666,1392
3666,1163
3666,1099
2191,443
4886,707
4886,2203
4886,295
4886,1951
4886,312
4886,999
2948,1772
2948,1138
2948,1569
2948,1420
4736,32
4736,513
4736,1917
4736,1995
4736,1550
4736,1299
4736,2167
154,1166
154,2259
154,1566
154,993
154,2294
4531,2236
4531,1607
1218,1294
5501,501
5840,1561
5840,491
5840,354
5840,1457
5840,1994
5840,2330
3413,2236
875,1473
875,2017
875,1452
875,525
875,309
875,941
875,2385
875,1733
875,2421
875,264
875,2053
875,1329
875,1478
875,1140
875,1838
875,1293
1384,1468
113,1595
113,854
113,1491
113,1039
113,971
113,1704
113,329
113,1231
4486,1979
4486,129
4486,1786
4486,242
4486,1781
4486,569
4486,2294
4486,219
4486,1457
4486,1879
4486,2470
4486,1189
4486,1019
4486,1484
4486,2355
4490,1344
2396,854
2396,1177
2396,183
2396,1577
62,2135
2232,1569
2232,1607
2531,242
2531,1128
1479,240
1479,1569
1479,1459
2392,1156
2571,1550
2571,1330
2571,2115
4384,854
4384,1177
4384,1039
4384,443
4384,2014
4384,1708
4384,1779
4384,1231
1706,127
1706,1177
841,2236
3055,2236
3055,1607
5259,1294
5259,2236
2451,9
2451,2018
2451,548
1702,910
1702,1774
1702,2080
1702,129
1702,517
1702,1566
1702,863
1702,665
1702,548
1702,1414
1702,1232
1702,1928
1702,502
1702,1629
1702,443
1702,1781
1702,993
1702,569
1702,353
1702,1570
1702,146
1702,871
1702,28
1702,2106
1953,910
1953,747
1953,1774
1953,2080
1953,1016
1953,863
1953,12
1953,665
1953,1232
1953,502
1953,1213
1953,411
1953,252
1953,146
2272,127
2272,854
2272,1039
2272,1779
2272,568
2272,1758
2272,544
4675,127
4675,854
4675,1039
4675,1779
4675,568
4675,1758
4675,544
4063,127
4063,854
4063,1039
4063,1779
4063,568
4063,1758
4063,544
5668,1691
2674,1910
3687,2052
3687,665
3687,2150
3687,2036
3687,443
3687,498
3687,1691
5074,1719
4064,94
701,2178
1459,734
1459,1569
3976,2470
3976,77
3976,93
2014,2253
2137,854
2137,1402
2137,565
1356,548
1356,2360
5753,1981
5753,1496
5753,1906
5753,2259
5753,1410
5753,497
5753,2036
5753,966
5753,1007
5753,569
5753,219
5753,1457
5753,374
5753,1189
5753,1435
5753,324
5753,1295
5753,1724
3822,243
3822,1039
3822,1704
3822,1708
3822,1779
3822,568
3822,537
3822,544
4351,443
4351,498
4351,249
4351,245
4351,1506
37,1775
37,71
37,2297
37,343
201,569
3626,1166
3626,2040
3626,2462
3626,1025
3626,1067
1239,1879
1239,1019
1239,2402
4559,562
4559,1039
4559,1704
4559,1708
4559,1779
195,169
5854,2273
5854,1260
5854,665
5854,1928
5854,1895
5854,1195
5854,411
5854,1858
5854,1541
5854,844
5854,2100
3470,71
3470,1687
2425,1484
5690,1869
5946,1917
5946,137
5946,1995
5946,1248
5946,832
5857,278
5857,1981
5857,242
5857,667
5857,1443
5857,1937
5609,27
4594,425
2052,2394
3729,854
3729,1177
3729,1491
3729,183
4840,41
4840,1738
4840,542
4840,443
4840,1213
4840,2510
4840,1691
4840,1767
4840,1792
4840,2322
4840,212
4840,1588
3617,835
5411,675
5411,2036
5411,258
5411,1879
5411,1714
5411,77
1607,2080
1607,1691
3677,443
3677,2330
2400,1708
2400,1470
804,2330
3954,2052
382,568
382,1875
382,2136
382,1405
382,522
382,1286
237,568
237,1875
237,2136
237,1405
237,522
237,1286
4211,1409
4211,654
4211,1039
4211,1704
4211,329
4211,1708
4211,1779
4211,1470
4211,1758
4211,522
4211,1037
4458,1409
4458,654
4458,1039
4458,1704
4458,329
4458,1708
4458,1779
4458,1470
4458,1758
4458,522
4458,1037
3379,339
3379,1979
3379,1128
3379,2402
3379,1802
3379,472
3379,945
3379,1443
5931,243
5931,1177
5931,1491
5931,1039
5931,1403
5931,1779
5413,127
5413,854
5413,1177
5413,1491
5413,969
5413,202
5413,2324
5413,1039
5413,1704
5413,1708
5413,1779
5413,1848
5413,2041
5413,1569
5413,1577
2000,1580
2000,1783
3529,502
3529,1101
3529,1213
3529,406
3529,1365
1494,1759
1494,854
1494,1491
1494,502
1494,1629
1494,578
1494,1781
1494,993
1494,252
1494,1708
2929,77
2929,1569
2690,1990
2690,77
2690,1569
1722,562
1722,1039
1722,1708
1722,1779
1722,2161
1722,2136
1722,1758
4267,1128
4267,2294
4267,1327
4267,219
4267,1879
4267,726
4267,2497
4267,1114
4267,1905
4267,181
4440,164
4440,1928
4440,542
4440,520
4440,1081
4440,1613
4440,2301
4440,1038
2479,1329
334,1533
334,1124
334,1141
334,2198
334,2035
334,1046
334,2039
334,1331
334,2511
334,2298
334,1677
2083,1533
2083,1124
2083,1141
2083,2198
2083,2035
2083,1046
2083,2039
2083,1331
2083,2511
2083,2298
2083,1677
275,2198
275,1046
275,1677
4285,1719
4573,1066
1132,1470
1334,1470
4632,1470
4421,1104
1637,1758
1414,951
5526,1517
5526,1742
5526,1735
5526,273
5526,2364
5526,1081
5526,94
5526,1114
5526,851
533,654
533,1039
533,1704
533,1708
533,1779
533,1470
533,1758
533,1231
558,400
558,1781
558,993
558,2103
558,2294
558,1772
558,1484
558,1017
558,2330
558,1114
558,1443
3036,1772
5235,570
2162,2192
2162,561
2755,1868
4214,1017
5784,1177
5784,1569
5784,1506
5784,410
1659,951
4446,1409
4446,562
4446,854
4446,1177
4446,1491
4446,1704
4446,758
4446,1708
4446,1392
4446,1470
2228,695
3793,243
3793,854
3793,2389
3793,1708
3793,1779
3793,1470
3793,1758
3793,2277
3793,1231
4618,311
3304,243
3304,854
3304,2389
3304,1708
3304,1779
3304,1470
3304,1758
3304,1231
1686,1039
1686,1779
1686,568
1681,695
1681,1735
1681,520
1681,77
3706,1673
3706,1758
1946,1342
1946,1386
1946,1410
1946,497
1946,2036
1946,966
1946,1007
1946,443
1946,498
1946,1900
1946,102
1961,1662
151,1529
151,928
4773,1758
3848,2218
2447,1039
2447,1708
2447,1779
2447,1470
2447,1758
2447,1163
3128,289
3128,2094
3128,47
3128,1981
3128,1906
3128,71
3128,1879
3128,1479
3128,1329
3128,2289
3128,2149
5596,530
5596,568
2404,954
2404,1859
4889,620
1635,1673
1635,1758
2813,243
2813,320
2813,1491
2813,568
2813,1506
2813,410
5436,2394
2803,1981
2803,1906
2803,27
2803,1979
2803,129
2803,1566
2803,635
2803,1435
2803,1295
5176,1704
5176,1708
5176,1779
5176,1673
4735,1569
5631,1177
5631,1491
4308,2036
4308,2221
2734,602
2734,1457
2734,77
2734,1994
1391,1470
1475,271
1475,1457
1475,1138
4437,249
950,1138
3333,77
3333,2330
3155,548
3155,2036
3155,1414
3155,1748
3155,242
1002,320
1002,1177
1002,548
1002,443
1002,2103
1002,1506
5031,688
5031,951
643,2330
3039,1177
2606,60
4170,602
4170,1879
4170,1121
4170,77
1971,1177
1971,1491
1555,320
1555,1177
5295,714
5169,1491
5169,2166
1063,1862
1063,1177
5689,1716
5689,1177
5689,1039
5689,88
5689,1704
5689,1779
5689,1231
1524,1923
1067,1879
1067,1994
1067,1138
1067,2330
3356,1879
3356,1994
4467,2330
1242,32
1242,2238
1242,890
1242,2115
2326,48
900,1177
3090,91
3090,2103
3090,1128
3090,630
3090,77
3090,1181
3090,1443
3428,127
3428,854
3428,320
3428,1936
3428,1506
514,443
4463,675
4463,1748
4463,1249
4463,2330
4284,331
4284,1327
5211,1879
5211,1994
5260,1720
4067,1720
3906,32
3906,1917
3906,1055
3906,1700
3906,1995
4538,32
4538,1917
4538,1995
4534,243
4534,969
4534,1039
4534,2389
4534,1704
4534,1708
4534,1779
4534,2161
4534,568
4534,1470
4534,1758
4534,1231
3853,1553
5751,2217
2045,2089
2781,2207
2781,1454
2781,1485
2781,1928
2781,1
2781,443
2781,248
2781,1222
2781,779
2781,1901
2781,711
2781,1055
2781,794
2781,851
1551,1919
1551,2430
1551,2047
2055,969
2055,1708
2055,1779
2055,568
2055,1470
3355,1738
3355,1629
3355,602
3355,1457
3355,77
3355,1994
1882,27
1882,1735
1882,242
1882,1781
1882,993
1882,2470
1882,1929
1882,1869
1882,2330
1882,1459
4164,77
4164,2330
409,1721
2874,1569
4622,564
1470,564
4887,564
1370,564
3630,1906
3630,2259
3630,1979
3630,129
3630,1566
3630,1928
3630,1457
3630,374
3630,2470
3630,1484
3630,2402
3630,1863
3630,1696
3630,974
5514,730
5514,2017
5514,937
1346,27
1346,1386
1346,1979
1346,1566
1346,2294
1346,638
1346,77
1346,1295
1346,1242
1346,1459
3561,339
3561,524
3561,945
3561,507
1213,1470
1557,102
1904,1900
1904,102
2794,610
2794,1758
2794,1163
2911,243
2911,2161
2911,1470
2911,1758
2911,537
2286,1470
617,1313
3049,1156
3049,102
1626,1166
1626,517
1626,2036
1626,953
1626,502
1626,353
1626,1898
1626,617
1626,1965
2996,137
2996,586
2996,1995
2996,1550
2996,1299
2996,876
2956,254
2956,1491
2956,2389
2956,1143
2956,1779
2956,2161
2956,77
2956,2342
2956,1569
2956,2309
2956,410
2956,328
2956,442
1219,404
1219,854
1219,1177
1219,1491
1219,1434
1147,2020
1147,129
1147,1410
1147,1928
1147,966
1147,602
1147,1781
1147,569
1147,1457
1147,1879
1147,2470
1147,2337
2506,2036
2506,1101
3458,528
3458,1994
4094,320
4094,568
2351,654
2351,854
2351,1491
2351,1708
2351,1779
3573,1098
3573,2036
3573,953
3573,2221
3573,1355
3573,1711
4269,1232
1649,1177
1649,1491
1649,1673
1649,2283
4646,443
5318,1177
5318,2227
2026,1090
1938,1491
1938,443
1938,2269
1032,991
1260,548
548,548
5834,1757
5834,1580
5489,969
5489,1708
5489,1779
5489,568
5489,1875
4718,122
4718,2467
2035,102
1047,568
1047,1470
3874,443
4597,517
465,1415
465,1177
465,1708
3814,2052
3814,1177
3814,1358
3814,1470
920,602
920,443
4864,1232
4864,257
4202,1177
5194,1635
5194,517
5194,411
677,1569
5803,1979
5803,2036
5803,1457
5803,2472
5803,1452
5803,2470
5803,77
5951,1156
5951,578
5467,27
5467,2036
5467,2294
5467,1076
5721,1223
5721,1879
5721,1994
4969,1092
5962,127
5962,243
5962,854
5962,1177
5962,1491
5962,1039
5962,1704
5962,1708
5962,1779
5962,1673
5962,1231
5199,1569
5199,191
114,1214
114,1868
4224,320
2718,320
1668,2036
1668,71
1668,634
1668,1696
5938,2036
5938,71
5938,634
5938,1696
1587,1979
1587,129
2856,1979
2856,129
5460,2136
618,243
618,1704
618,1403
618,1779
618,2136
618,33
618,1758
618,1037
2603,2136
1941,2136
1467,2136
214,568
5296,568
5146,1166
5146,2018
5146,863
5146,448
5146,1748
5146,411
5146,1898
5146,1691
5146,146
5146,1457
5146,1242
5146,844
5146,731
1244,2136
3214,1284
4489,1284
1165,2389
1165,1704
1165,1708
1165,1779
3894,2014
970,1098
970,517
970,1898
970,617
3199,2136
3612,2161
3612,2136
1170,2136
3582,2136
1654,1708
1654,1779
1654,2161
1654,2136
1654,1758
1654,167
4550,1674
4550,884
1781,1344
5394,1177
5394,1470
3969,759
3969,1199
3969,1629
3969,443
5935,243
5935,1704
5935,1779
5935,568
5935,1470
5935,1758
5775,243
5775,1704
5775,1708
5775,1779
5775,568
5775,1470
5775,1758
5427,243
5427,1704
5427,1708
5427,1779
5427,568
5427,1470
5427,1758
2543,1313
575,1111
575,1929
5397,1910
2197,413
5816,450
5816,196
5269,1923
5269,1485
5269,517
5269,1572
5269,938
5269,883
5269,617
5269,844
4207,548
5013,1695
5203,1050
2693,568
2693,1758
3973,2136
3844,1569
2064,568
2082,568
4271,568
3959,1779
4892,243
4892,969
4892,2034
2253,191
3478,1514
3478,1039
3478,1704
3478,2474
3478,1708
3478,1779
3478,1470
3478,1231
3478,1958
3478,121
3478,802
3478,742
3943,2192
3943,443
3943,1651
3943,252
1530,1356
2554,1845
4935,548
2439,2405
2439,625
2439,654
2439,1469
2439,2161
2439,568
2439,1758
1583,2498
1583,32
1583,513
1583,671
1583,817
1583,1995
1362,243
1362,589
1362,1504
1362,1039
1362,1708
1362,1779
1362,2136
1362,1217
4856,254
4856,1788
4856,1039
4856,1232
4856,502
4856,443
4856,1708
4856,1779
4856,1673
4856,609
4856,229
4856,757
4856,1427
3607,1039
3607,1704
3607,1708
3607,1779
3607,568
3607,1758
3607,884
3032,1039
3032,1704
3032,1708
3032,1779
3032,568
3032,1758
3032,884
2110,1039
2110,1704
2110,1708
2110,1779
2110,568
2110,1758
2110,884
2991,568
5306,568
3559,568
883,568
3727,568
5919,568
27,1039
27,1704
27,1403
27,1779
27,568
27,1758
27,884
3219,568
2835,568
274,1039
274,1704
274,1403
274,1779
274,1758
274,884
675,404
675,1039
675,1704
675,329
675,1779
4228,2318
4228,1708
4228,1779
4228,2161
4228,2136
4228,1470
4228,1758
4228,617
5796,2136
1965,1989
4501,2161
4501,1470
4501,1758
2845,969
2845,2136
2780,1050
70,568
70,1758
2176,243
2176,799
2176,1704
2176,1708
2176,1779
2176,2161
2176,1758
2176,1037
2176,544
4060,127
4060,1470
5577,502
5577,1898
1245,568
3981,1868
2438,849
3794,568
5955,568
2534,568
1700,1039
1700,1704
1700,1403
1700,1779
1700,1758
1700,884
1153,562
1153,1039
1153,1704
1153,1403
1153,1392
1153,1779
1153,1037
1398,548
1398,2036
5025,562
5025,1177
5025,1470
4862,1717
2338,187
2307,187
2307,229
2307,1444
4904,404
4904,1039
4904,2318
4904,1403
4904,1779
4904,2136
4904,1758
4904,884
4904,1163
2151,1738
2151,27
2151,1566
2151,1629
2151,993
2151,1457
2151,2470
2151,1696
2151,10
2235,568
1695,2018
1695,517
1695,548
1695,1651
1695,758
2329,339
2329,71
2329,135
1026,1666
4221,2498
4221,32
4221,671
4221,817
4221,1995
2508,548
2508,1232
2508,1898
5540,2276
5761,568
4899,428
4899,1550
4899,694
4899,2394
4154,2186
4154,969
4154,1039
4154,1704
4154,1708
4154,1779
4154,568
4154,1470
1554,2161
4981,2447
4981,2183
392,1923
392,1948
392,1635
5477,2428
5477,367
5477,88
5477,1376
5477,1721
5477,1403
5477,1779
5477,1470
5477,544
5477,2034
5477,1910
5477,203
1690,2014
4496,243
4496,367
4496,1039
4496,1704
4496,1403
4496,1779
4496,568
4496,1231
3299,1748
4986,548
1812,1504
4686,2136
2185,243
2185,1039
2185,1708
2185,1779
2185,1217
1625,517
1625,548
1625,758
4774,1485
4774,2018
4774,502
4774,1651
4774,993
4774,1691
1609,1470
3121,1545
3121,1166
3121,517
3121,1043
3121,448
3121,548
3121,1895
3121,1748
3121,2217
3121,411
3121,1962
3121,993
3121,146
3121,844
3121,731
3121,1574
2490,1928
2490,1781
2490,71
2490,290
2490,528
2490,634
2490,1733
2490,1114
2490,1038
3852,2136
2697,2136
3185,1409
3185,776
3185,969
3185,1039
3185,1704
3185,1708
3185,1779
3185,2161
3185,2136
5358,2269
1860,969
1860,1039
1860,1704
1860,1708
1860,1779
1860,2161
1860,2136
1296,2136
2962,2136
4349,1875
5916,624
5916,593
5916,548
5916,568
4874,982
4874,884
5234,1886
4404,1595
4404,1911
4404,1483
4404,150
4404,1431
4404,2422
4404,1889
4404,1009
4404,2387
4404,443
4404,1727
4404,1448
4404,1578
4404,917
4404,568
4404,2395
4404,1637
4404,1412
4404,1325
4404,1506
2089,2360
3316,2360
2049,2052
2049,502
2049,1681
2049,411
2049,2062
2049,2220
2049,758
4834,2052
4834,502
4834,1681
4834,411
4834,2062
4834,2220
4834,758
5826,548
5826,2360
5826,502
5826,1681
5826,1748
5826,2452
4838,548
4838,2360
4838,502
4838,1681
4838,1748
4838,2452
3726,1708
3726,1779
3726,2161
3726,568
3726,1470
3726,1758
3726,2166
4363,1708
4363,1779
4363,2161
4363,568
4363,1470
4363,1758
4363,2166
5684,1708
5684,1779
5684,2161
5684,568
5684,1470
5684,1758
5684,2166
182,1911
182,1039
182,1655
182,1779
182,2277
3318,1911
3318,1039
3318,1655
3318,1779
3318,2277
3834,1911
3834,1039
3834,1655
3834,1779
3834,2277
2347,1911
2347,1039
2347,1655
2347,1708
2347,1779
2347,568
2347,2277
3174,568
5449,568
176,1778
169,1545
169,1156
169,2011
169,1232
169,1928
169,1629
169,602
169,242
169,2398
169,1781
169,2103
169,1128
169,1327
169,1691
169,146
169,1457
169,1435
3972,1121
4031,2465
5718,1716
5718,625
5718,654
5718,562
5718,1177
5718,1039
5718,1704
5718,1708
5718,1779
5718,1231
965,2512
965,863
965,1895
965,1898
965,617
1136,2052
1136,2018
1136,517
1136,665
1136,1414
1136,1629
1136,2398
1136,411
1136,993
1136,501
1136,1898
1136,146
1136,844
1136,1037
5274,562
5274,1177
5274,1102
5274,531
5274,1151
5274,1470
5344,1550
5344,2493
5344,832
5926,1409
5926,654
5926,2389
5926,1704
5926,329
5926,1708
5926,1779
5926,2161
5926,2185
5926,2041
5926,1758
3870,1673
5242,2037
5242,1233
3445,1972
3445,1491
3445,578
3445,1402
4872,665
4872,1232
4872,2014
802,2079
802,1049
802,1018
1349,1781
1349,662
3207,1963
3207,2036
3207,242
3207,1711
3207,2031
3207,1714
3207,1569
